Month,Year,Product,Volume,FOB_value_000,"Avg_FOB
"
Jul,2018.00,Fresh Coconut,-,-,-
Aug,2018.00,Fresh Coconut,-,-,-
Sept,2018.00,Fresh Coconut,134.00,66.44,496.00
Oct,2018.00,Fresh Coconut,137.00,68.27,498.00
Nov,2018.00,Fresh Coconut,230.00,95.91,418.00
Dec,2018.00,Fresh Coconut,932.00,395.13,424.00
Jan,2019.00,Fresh Coconut,1018.00,404.92,398.00
Feb,2019.00,Fresh Coconut,1309.00,486.95,372.00
Mar,2019.00,Fresh Coconut,1541.00,618.27,401.00
Apr,2019.00,Fresh Coconut,1190.00,474.27,399.00
May,2019.00,Fresh Coconut,1878.00,754.01,401.00
Jun,2019.00,Fresh Coconut,1130.00,471.10,417.00
Jul,2019.00,Fresh Coconut,1660.00,659.24,397.00
Aug,2019.00,Fresh Coconut,2253.00,839.45,373.00
Sept,2019.00,Fresh Coconut,2321.00,868.61,374.00
Oct,2019.00,Fresh Coconut,2609.00,967.29,371.00
Nov,2019.00,Fresh Coconut,2360.00,901.41,382.00
Dec,2019.00,Fresh Coconut,2157.00,805.07,373.00
Jan,2020.00,Fresh Coconut,1711.00,692.94,405.00
Feb,2020.00,Fresh Coconut,2163.00,860.43,398.00
Mar,2020.00,Fresh Coconut,1407.00,567.04,403.00
Apr,2020.00,Fresh Coconut,563.00,248.49,441.00
May,2020.00,Fresh Coconut,875.00,371.70,425.00
Jun,2020.00,Fresh Coconut,1152.00,493.26,428.00
Jul,2020.00,Fresh Coconut,1896.00,767.52,405.00
Aug,2020.00,Fresh Coconut,1361.00,588.46,432.00
Sept,2020.00,Fresh Coconut,1345.00,621.43,462.00
Oct,2020.00,Fresh Coconut,1521.00,620.16,408.00
Nov,2020.00,Fresh Coconut,940.00,394.77,420.00
Dec,2020.00,Fresh Coconut,904.00,406.32,449.00
Jan,2021.00,Fresh Coconut,1020.00,379.49,372.00
Feb,2021.00,Fresh Coconut,1553.00,667.37,430.00
Mar,2021.00,Fresh Coconut,1681.00,703.24,418.00
Apr,2021.00,Fresh Coconut,420.00,185.01,440.00
May,2021.00,Fresh Coconut,666.00,273.74,411.00
Jun,2021.00,Fresh Coconut,1427.00,604.33,423.00
Jul,2021.00,Fresh Coconut,1180.00,500.36,424.00
Aug,2021.00,Fresh Coconut,1145.00,474.47,414.00
Sept,2021.00,Fresh Coconut,1939.00,798.83,412.00
Oct,2021.00,Fresh Coconut,1582.00,589.10,372.00
Nov,2021.00,Fresh Coconut,815.00,323.57,397.00
Dec,2021.00,Fresh Coconut,1135.00,602.45,531.00
Jan,2022.00,Fresh Coconut,1618.00,827.67,512.00
Feb,2022.00,Fresh Coconut,1213.00,637.46,525.00
Mar,2022.00,Fresh Coconut,1201.00,543.91,453.00
Apr,2022.00,Fresh Coconut,1471.00,716.75,487.00
May,2022.00,Fresh Coconut,739.00,363.13,492.00
Jun,2022.00,Fresh Coconut,233.00,97.72,420.00
Jul,2022.00,Fresh Coconut,215.00,110.78,516.00
Aug,2022.00,Fresh Coconut,943.00,447.85,475.00
Sept,2022.00,Fresh Coconut,1642.00,755.57,460.00
Oct,2022.00,Fresh Coconut,1523.00,715.41,470.00
Nov,2022.00,Fresh Coconut,1278.00,596.73,467.00
Dec,2022.00,Fresh Coconut,1302.00,571.16,439.00
Jan,2023.00,Fresh Coconut,1026.00,480.78,469.00
Feb,2023.00,Fresh Coconut,992.00,475.62,480.00
Mar,2023.00,Fresh Coconut,528.00,272.25,515.00
Apr,2023.00,Fresh Coconut,607.00,290.16,478.00
May,2023.00,Fresh Coconut,1286.00,613.25,477.00
Jun,2023.00,Fresh Coconut,945.00,428.37,453.00
Jul,2023.00,Fresh Coconut,1078.00,514.95,478.00
Aug,2023.00,Fresh Coconut,1486.00,698.71,470.00
Sept,2023.00,Fresh Coconut,1638.00,763.02,466.00
Oct,2023.00,Fresh Coconut,1911.00,879.64,460.00
Nov,2023.00,Fresh Coconut,1185.00,541.95,457.00
Dec,2023.00,Fresh Coconut,1445.00,665.60,460.00
Jan,2024.00,Fresh Coconut,1698.00,745.00,439.00
Feb,2024.00,Fresh Coconut,1299.00,551.31,424.00
Mar,2024.00,Fresh Coconut,1259.00,543.03,431.00
Apr,2024.00,Fresh Coconut,1089.00,469.09,431.00
May,2024.00,Fresh Coconut,1811.00,800.42,442.00
Jun,2024.00,Fresh Coconut,1277.00,564.41,442.00
Jul,2024.00,Fresh Coconut,1360.00,606.87,446.00
Aug,2024.00,Fresh Coconut,1492.00,661.99,444.00
Sept,2024.00,Fresh Coconut,1689.00,751.21,445.00
Oct,2024.00,Fresh Coconut,1732.00,792.99,458.00
Nov,2024.00,Fresh Coconut,1299.00,626.19,482.00
Dec,2024.00,Fresh Coconut,1241.00,591.02,476.00
Jan,2015.00,King Coconut,,,
Feb,2015.00,King Coconut,,,
Mar,2015.00,King Coconut,,,
Apr,2015.00,King Coconut,,,
May,2015.00,King Coconut,,,
Jun,2015.00,King Coconut,,,
Jul,2015.00,King Coconut,,,
Aug,2015.00,King Coconut,,,
Sept,2015.00,King Coconut,,,
Oct,2015.00,King Coconut,,,
Nov,2015.00,King Coconut,,,
Dec,2015.00,King Coconut,,,
Jan,2016.00,King Coconut,226.00,136.79,605.00
Feb,2016.00,King Coconut,313.00,187.23,598.00
Mar,2016.00,King Coconut,347.00,231.65,668.00
Apr,2016.00,King Coconut,317.00,245.53,775.00
May,2016.00,King Coconut,463.00,347.68,751.00
Jun,2016.00,King Coconut,335.00,250.12,747.00
Jul,2016.00,King Coconut,354.00,277.52,784.00
Aug,2016.00,King Coconut,448.00,364.08,813.00
Sept,2016.00,King Coconut,328.00,255.51,779.00
Oct,2016.00,King Coconut,436.00,379.24,870.00
Nov,2016.00,King Coconut,285.00,212.71,746.00
Dec,2016.00,King Coconut,205.00,128.92,629.00
Jan,2017.00,King Coconut,311.00,189.08,608.00
Feb,2017.00,King Coconut,197.00,122.09,620.00
Mar,2017.00,King Coconut,355.00,211.54,596.00
Apr,2017.00,King Coconut,400.00,243.20,608.00
May,2017.00,King Coconut,509.00,295.38,580.00
Jun,2017.00,King Coconut,439.00,288.08,656.00
Jul,2017.00,King Coconut,578.00,342.20,592.00
Aug,2017.00,King Coconut,629.00,352.24,560.00
Sept,2017.00,King Coconut,446.00,258.02,579.00
Oct,2017.00,King Coconut,603.00,327.51,543.00
Nov,2017.00,King Coconut,408.00,216.67,531.00
Dec,2017.00,King Coconut,281.00,165.64,589.00
Jan,2018.00,King Coconut,413.00,203.28,492.00
Feb,2018.00,King Coconut,294.00,160.87,547.00
Mar,2018.00,King Coconut,446.00,249.63,560.00
Apr,2018.00,King Coconut,536.00,309.15,577.00
May,2018.00,King Coconut,534.00,332.77,623.00
Jun,2018.00,King Coconut,482.00,270.60,561.00
Jul,2018.00,King Coconut,577.00,311.65,540.00
Aug,2018.00,King Coconut,670.00,363.20,542.00
Sept,2018.00,King Coconut,472.00,271.59,575.00
Oct,2018.00,King Coconut,576.00,342.30,595.00
Nov,2018.00,King Coconut,441.00,236.10,536.00
Dec,2018.00,King Coconut,454.00,205.57,453.00
Jan,2019.00,King Coconut,500.00,260.26,521.00
Feb,2019.00,King Coconut,476.00,255.50,536.00
Mar,2019.00,King Coconut,460.00,270.33,588.00
Apr,2019.00,King Coconut,483.00,305.32,633.00
May,2019.00,King Coconut,505.00,348.77,691.00
Jun,2019.00,King Coconut,620.00,400.14,646.00
Jul,2019.00,King Coconut,648.00,391.50,604.00
Aug,2019.00,King Coconut,631.00,392.17,621.00
Sept,2019.00,King Coconut,686.00,404.20,589.00
Oct,2019.00,King Coconut,649.00,371.09,571.00
Nov,2019.00,King Coconut,471.00,277.99,591.00
Dec,2019.00,King Coconut,363.00,226.53,624.00
Jan,2020.00,King Coconut,393.00,255.70,651.00
Feb,2020.00,King Coconut,307.00,175.86,572.00
Mar,2020.00,King Coconut,118.00,74.76,633.00
Apr,2020.00,King Coconut,44.00,46.56,1070.00
May,2020.00,King Coconut,259.00,183.35,707.00
Jun,2020.00,King Coconut,512.00,320.32,626.00
Jul,2020.00,King Coconut,730.00,413.75,567.00
Aug,2020.00,King Coconut,793.00,442.77,558.00
Sept,2020.00,King Coconut,936.00,473.34,505.00
Oct,2020.00,King Coconut,772.00,351.60,455.00
Nov,2020.00,King Coconut,683.00,316.11,463.00
Dec,2020.00,King Coconut,376.00,180.88,481.00
Jan,2021.00,King Coconut,394.00,193.57,491.00
Feb,2021.00,King Coconut,435.00,257.98,592.00
Mar,2021.00,King Coconut,618.00,303.29,491.00
Apr,2021.00,King Coconut,409.00,209.67,512.00
May,2021.00,King Coconut,758.00,390.40,515.00
Jun,2021.00,King Coconut,1036.00,506.02,489.00
Jul,2021.00,King Coconut,1134.00,482.56,426.00
Aug,2021.00,King Coconut,1113.00,501.01,450.00
Sept,2021.00,King Coconut,1093.00,460.25,421.00
Oct,2021.00,King Coconut,1078.00,486.67,451.00
Nov,2021.00,King Coconut,873.00,412.82,473.00
Dec,2021.00,King Coconut,607.00,306.87,505.00
Jan,2022.00,King Coconut,751.00,342.29,456.00
Feb,2022.00,King Coconut,527.00,228.06,433.00
Mar,2022.00,King Coconut,987.00,432.14,438.00
Apr,2022.00,King Coconut,805.00,363.75,452.00
May,2022.00,King Coconut,932.00,431.47,463.00
Jun,2022.00,King Coconut,1108.00,631.24,570.00
Jul,2022.00,King Coconut,1155.00,699.42,606.00
Aug,2022.00,King Coconut,949.00,686.94,724.00
Sept,2022.00,King Coconut,1022.00,806.37,789.00
Oct,2022.00,King Coconut,959.00,720.09,751.00
Nov,2022.00,King Coconut,999.00,756.88,758.00
Dec,2022.00,King Coconut,678.00,416.34,614.00
Jan,2023.00,King Coconut,926.00,751.56,811.00
Feb,2023.00,King Coconut,899.00,727.50,809.00
Mar,2023.00,King Coconut,942.00,803.58,853.00
Apr,2023.00,King Coconut,796.00,667.58,839.00
May,2023.00,King Coconut,1257.00,1030.60,820.00
Jun,2023.00,King Coconut,975.00,795.50,816.00
Jul,2023.00,King Coconut,1324.00,981.65,742.00
Aug,2023.00,King Coconut,1665.00,1188.25,714.00
Sept,2023.00,King Coconut,1208.00,887.13,734.00
Oct,2023.00,King Coconut,1355.00,1075.00,793.00
Nov,2023.00,King Coconut,880.00,718.69,817.00
Dec,2023.00,King Coconut,683.00,563.90,826.00
Jan,2024.00,King Coconut,774.00,616.24,797.00
Feb,2024.00,King Coconut,712.00,566.73,796.00
Mar,2024.00,King Coconut,517.00,420.95,815.00
Apr,2024.00,King Coconut,425.00,380.96,896.00
May,2024.00,King Coconut,584.00,530.26,908.00
Jun,2024.00,King Coconut,897.00,768.78,857.00
Jul,2024.00,King Coconut,798.00,686.50,861.00
Aug,2024.00,King Coconut,650.00,563.59,867.00
Sept,2024.00,King Coconut,658.00,554.52,843.00
Oct,2024.00,King Coconut,728.00,609.75,837.00
Nov,2024.00,King Coconut,618.00,517.16,837.00
Dec,2024.00,King Coconut,646.00,537.75,832.00
Jan,2015.00,Coconut Water,,,
Feb,2015.00,Coconut Water,,,
Mar,2015.00,Coconut Water,,,
Apr,2015.00,Coconut Water,,,
May,2015.00,Coconut Water,,,
Jun,2015.00,Coconut Water,,,
Jul,2015.00,Coconut Water,,,
Aug,2015.00,Coconut Water,,,
Sept,2015.00,Coconut Water,,,
Oct,2015.00,Coconut Water,,,
Nov,2015.00,Coconut Water,,,
Dec,2015.00,Coconut Water,,,
Jan,2016.00,Coconut Water,384.00,408.59,1064.00
Feb,2016.00,Coconut Water,147.00,168.71,1148.00
Mar,2016.00,Coconut Water,128.00,89.93,703.00
Apr,2016.00,Coconut Water,153.00,98.85,646.00
May,2016.00,Coconut Water,138.00,145.54,1055.00
Jun,2016.00,Coconut Water,297.00,270.18,910.00
Jul,2016.00,Coconut Water,352.00,359.20,1020.00
Aug,2016.00,Coconut Water,335.00,300.20,896.00
Sept,2016.00,Coconut Water,433.00,364.44,842.00
Oct,2016.00,Coconut Water,331.00,255.80,773.00
Nov,2016.00,Coconut Water,223.00,182.99,821.00
Dec,2016.00,Coconut Water,157.00,170.40,1085.00
Jan,2017.00,Coconut Water,347.00,461.30,1329.00
Feb,2017.00,Coconut Water,300.00,271.87,906.00
Mar,2017.00,Coconut Water,459.00,526.95,1148.00
Apr,2017.00,Coconut Water,309.00,335.74,1087.00
May,2017.00,Coconut Water,330.00,373.18,1131.00
Jun,2017.00,Coconut Water,336.00,400.05,1191.00
Jul,2017.00,Coconut Water,530.00,609.15,1149.00
Aug,2017.00,Coconut Water,488.00,533.90,1094.00
Sept,2017.00,Coconut Water,352.00,347.02,986.00
Oct,2017.00,Coconut Water,143.00,168.23,1176.00
Nov,2017.00,Coconut Water,140.00,196.24,1402.00
Dec,2017.00,Coconut Water,211.00,279.77,1326.00
Jan,2018.00,Coconut Water,129.00,141.38,1096.00
Feb,2018.00,Coconut Water,208.00,190.49,916.00
Mar,2018.00,Coconut Water,314.00,332.48,1061.00
Apr,2018.00,Coconut Water,256.00,263.31,1029.00
May,2018.00,Coconut Water,447.00,398.20,891.00
Jun,2018.00,Coconut Water,606.00,522.50,862.00
Jul,2018.00,Coconut Water,837.00,694.43,830.00
Aug,2018.00,Coconut Water,406.00,317.18,781.00
Sept,2018.00,Coconut Water,394.00,412.45,1047.00
Oct,2018.00,Coconut Water,630.00,526.86,836.00
Nov,2018.00,Coconut Water,285.00,275.82,968.00
Dec,2018.00,Coconut Water,535.00,359.58,672.00
Jan,2019.00,Coconut Water,539.00,388.71,721.00
Feb,2019.00,Coconut Water,379.00,323.53,854.00
Mar,2019.00,Coconut Water,257.00,261.96,1019.00
Apr,2019.00,Coconut Water,244.00,265.75,1089.00
May,2019.00,Coconut Water,651.00,534.49,821.00
Jun,2019.00,Coconut Water,594.00,503.45,848.00
Jul,2019.00,Coconut Water,476.00,487.30,1024.00
Aug,2019.00,Coconut Water,406.00,411.13,1013.00
Sept,2019.00,Coconut Water,394.00,359.73,913.00
Oct,2019.00,Coconut Water,292.00,273.95,938.00
Nov,2019.00,Coconut Water,257.00,260.13,1012.00
Dec,2019.00,Coconut Water,299.00,283.99,950.00
Jan,2020.00,Coconut Water,1095.00,955.46,873.00
Feb,2020.00,Coconut Water,1454.00,1212.60,834.00
Mar,2020.00,Coconut Water,978.00,783.67,801.00
Apr,2020.00,Coconut Water,383.00,302.41,790.00
May,2020.00,Coconut Water,1400.00,1164.21,832.00
Jun,2020.00,Coconut Water,1835.00,1461.33,796.00
Jul,2020.00,Coconut Water,2259.00,1897.22,840.00
Aug,2020.00,Coconut Water,2092.00,1780.52,851.00
Sept,2020.00,Coconut Water,2312.00,2022.66,875.00
Oct,2020.00,Coconut Water,1917.00,1620.31,845.00
Nov,2020.00,Coconut Water,1586.00,1315.03,829.00
Dec,2020.00,Coconut Water,599.00,512.57,856.00
Jan,2021.00,Coconut Water,1562.00,1233.17,789.00
Feb,2021.00,Coconut Water,1810.00,1505.46,832.00
Mar,2021.00,Coconut Water,2916.00,2319.97,796.00
Apr,2021.00,Coconut Water,1892.00,1645.66,870.00
May,2021.00,Coconut Water,2107.00,1705.26,809.00
Jun,2021.00,Coconut Water,1997.00,1752.58,878.00
Jul,2021.00,Coconut Water,2709.00,2291.64,846.00
Aug,2021.00,Coconut Water,2342.00,1945.19,831.00
Sept,2021.00,Coconut Water,2292.00,2164.20,944.00
Oct,2021.00,Coconut Water,2432.00,2237.25,920.00
Nov,2021.00,Coconut Water,2087.00,1750.70,839.00
Dec,2021.00,Coconut Water,2268.00,1971.73,869.00
Jan,2022.00,Coconut Water,1816.00,1615.38,890.00
Feb,2022.00,Coconut Water,1966.00,1741.66,886.00
Mar,2022.00,Coconut Water,2970.00,2262.16,762.00
Apr,2022.00,Coconut Water,2099.00,1786.71,851.00
May,2022.00,Coconut Water,1985.00,1844.79,929.00
Jun,2022.00,Coconut Water,2151.00,1956.37,910.00
Jul,2022.00,Coconut Water,2444.00,2140.15,876.00
Aug,2022.00,Coconut Water,2850.00,2664.94,935.00
Sept,2022.00,Coconut Water,2686.00,2426.73,903.00
Oct,2022.00,Coconut Water,2041.00,1948.74,955.00
Nov,2022.00,Coconut Water,1880.00,1733.53,922.00
Dec,2022.00,Coconut Water,1596.00,1486.01,931.00
Jan,2023.00,Coconut Water,1783.00,1562.56,876.00
Feb,2023.00,Coconut Water,2705.00,2387.86,883.00
Mar,2023.00,Coconut Water,2711.00,2396.95,884.00
Apr,2023.00,Coconut Water,1421.00,1299.65,915.00
May,2023.00,Coconut Water,2744.00,2537.18,924.00
Jun,2023.00,Coconut Water,2633.00,2346.00,891.00
Jul,2023.00,Coconut Water,3169.00,2685.80,847.00
Aug,2023.00,Coconut Water,2586.00,2194.14,848.00
Sept,2023.00,Coconut Water,2028.00,1672.58,825.00
Oct,2023.00,Coconut Water,2479.00,2151.55,868.00
Nov,2023.00,Coconut Water,2419.00,2045.39,845.00
Dec,2023.00,Coconut Water,2540.00,2132.79,840.00
Jan,2024.00,Coconut Water,2322.00,1997.28,860.00
Feb,2024.00,Coconut Water,3439.00,2862.65,832.00
Mar,2024.00,Coconut Water,2739.00,2337.03,853.00
Apr,2024.00,Coconut Water,1886.00,1533.24,813.00
May,2024.00,Coconut Water,2962.00,2429.01,820.00
Jun,2024.00,Coconut Water,2265.00,1864.03,823.00
Jul,2024.00,Coconut Water,2404.00,2177.94,906.00
Aug,2024.00,Coconut Water,4725.00,4036.25,854.00
Sept,2024.00,Coconut Water,3566.00,2883.06,809.00
Oct,2024.00,Coconut Water,2872.00,2427.78,845.00
Nov,2024.00,Coconut Water,3537.00,3064.49,866.00
Dec,2024.00,Coconut Water,3631.00,3302.81,910.00
Jan,2015.00,Defatted Coconut,,,
Feb,2015.00,Defatted Coconut,,,
Mar,2015.00,Defatted Coconut,,,
Apr,2015.00,Defatted Coconut,,,
May,2015.00,Defatted Coconut,,,
Jun,2015.00,Defatted Coconut,,,
Jul,2015.00,Defatted Coconut,,,
Aug,2015.00,Defatted Coconut,,,
Sept,2015.00,Defatted Coconut,,,
Oct,2015.00,Defatted Coconut,,,
Nov,2015.00,Defatted Coconut,,,
Dec,2015.00,Defatted Coconut,,,
Jan,2016.00,Defatted Coconut,571.00,739.78,1296.00
Feb,2016.00,Defatted Coconut,443.00,510.10,1151.00
Mar,2016.00,Defatted Coconut,557.00,660.89,1187.00
Apr,2016.00,Defatted Coconut,438.00,496.27,1133.00
May,2016.00,Defatted Coconut,381.00,485.03,1273.00
Jun,2016.00,Defatted Coconut,395.00,475.20,1203.00
Jul,2016.00,Defatted Coconut,490.00,623.53,1273.00
Aug,2016.00,Defatted Coconut,400.00,468.06,1170.00
Sept,2016.00,Defatted Coconut,425.00,521.42,1227.00
Oct,2016.00,Defatted Coconut,475.00,583.48,1228.00
Nov,2016.00,Defatted Coconut,581.00,769.28,1324.00
Dec,2016.00,Defatted Coconut,574.00,733.25,1277.00
Jan,2017.00,Defatted Coconut,385.00,499.16,1297.00
Feb,2017.00,Defatted Coconut,395.00,549.33,1391.00
Mar,2017.00,Defatted Coconut,504.00,675.96,1341.00
Apr,2017.00,Defatted Coconut,503.00,719.59,1431.00
May,2017.00,Defatted Coconut,443.00,656.52,1482.00
Jun,2017.00,Defatted Coconut,571.00,864.03,1513.00
Jul,2017.00,Defatted Coconut,562.00,789.40,1405.00
Aug,2017.00,Defatted Coconut,476.00,697.64,1466.00
Sept,2017.00,Defatted Coconut,503.00,816.83,1624.00
Oct,2017.00,Defatted Coconut,400.00,689.12,1723.00
Nov,2017.00,Defatted Coconut,481.00,784.05,1630.00
Dec,2017.00,Defatted Coconut,429.00,660.22,1539.00
Jan,2018.00,Defatted Coconut,502.00,850.80,1695.00
Feb,2018.00,Defatted Coconut,406.00,655.04,1613.00
Mar,2018.00,Defatted Coconut,681.00,1048.63,1540.00
Apr,2018.00,Defatted Coconut,309.00,473.39,1530.00
May,2018.00,Defatted Coconut,524.00,829.38,1583.00
Jun,2018.00,Defatted Coconut,436.00,661.69,1518.00
Jul,2018.00,Defatted Coconut,506.00,684.31,1352.00
Aug,2018.00,Defatted Coconut,448.00,572.16,1277.00
Sept,2018.00,Defatted Coconut,549.00,556.51,1014.00
Oct,2018.00,Defatted Coconut,482.00,559.20,1160.00
Nov,2018.00,Defatted Coconut,577.00,665.72,1154.00
Dec,2018.00,Defatted Coconut,367.00,418.61,1141.00
Jan,2019.00,Defatted Coconut,329.00,381.65,1160.00
Feb,2019.00,Defatted Coconut,420.00,419.67,999.00
Mar,2019.00,Defatted Coconut,264.00,305.62,1158.00
Apr,2019.00,Defatted Coconut,163.00,185.49,1138.00
May,2019.00,Defatted Coconut,264.00,288.61,1093.00
Jun,2019.00,Defatted Coconut,98.00,129.06,1317.00
Jul,2019.00,Defatted Coconut,156.00,162.28,1040.00
Aug,2019.00,Defatted Coconut,269.00,265.13,986.00
Sept,2019.00,Defatted Coconut,384.00,367.90,958.00
Oct,2019.00,Defatted Coconut,196.00,245.76,1254.00
Nov,2019.00,Defatted Coconut,192.00,176.46,920.00
Dec,2019.00,Defatted Coconut,171.00,189.12,1106.00
Jan,2020.00,Defatted Coconut,252.00,267.52,1061.00
Feb,2020.00,Defatted Coconut,608.00,751.95,1237.00
Mar,2020.00,Defatted Coconut,215.00,268.06,1247.00
Apr,2020.00,Defatted Coconut,162.00,179.38,1107.00
May,2020.00,Defatted Coconut,380.00,394.46,1038.00
Jun,2020.00,Defatted Coconut,457.00,425.87,932.00
Jul,2020.00,Defatted Coconut,355.00,412.76,1163.00
Aug,2020.00,Defatted Coconut,210.00,255.84,1218.00
Sept,2020.00,Defatted Coconut,214.00,292.16,1365.00
Oct,2020.00,Defatted Coconut,144.00,221.87,1541.00
Nov,2020.00,Defatted Coconut,112.00,185.78,1659.00
Dec,2020.00,Defatted Coconut,194.00,305.35,1574.00
Jan,2021.00,Defatted Coconut,222.00,502.88,2265.00
Feb,2021.00,Defatted Coconut,260.00,377.21,1451.00
Mar,2021.00,Defatted Coconut,159.00,238.96,1503.00
Apr,2021.00,Defatted Coconut,137.00,233.31,1703.00
May,2021.00,Defatted Coconut,98.00,176.85,1805.00
Jun,2021.00,Defatted Coconut,200.00,291.28,1456.00
Jul,2021.00,Defatted Coconut,289.00,411.39,1424.00
Aug,2021.00,Defatted Coconut,252.00,384.00,1524.00
Sept,2021.00,Defatted Coconut,296.00,428.45,1447.00
Oct,2021.00,Defatted Coconut,615.00,872.45,1419.00
Nov,2021.00,Defatted Coconut,628.00,922.67,1470.00
Dec,2021.00,Defatted Coconut,220.00,341.03,1550.00
Jan,2022.00,Defatted Coconut,293.00,396.43,1353.00
Feb,2022.00,Defatted Coconut,428.00,606.58,1417.00
Mar,2022.00,Defatted Coconut,563.00,698.28,1240.00
Apr,2022.00,Defatted Coconut,365.00,493.35,1352.00
May,2022.00,Defatted Coconut,328.00,434.16,1324.00
Jun,2022.00,Defatted Coconut,511.00,630.25,1233.00
Jul,2022.00,Defatted Coconut,555.00,524.08,944.00
Aug,2022.00,Defatted Coconut,803.00,830.60,1034.00
Sept,2022.00,Defatted Coconut,599.00,600.90,1003.00
Oct,2022.00,Defatted Coconut,417.00,429.91,1031.00
Nov,2022.00,Defatted Coconut,239.00,241.31,1010.00
Dec,2022.00,Defatted Coconut,223.00,231.38,1038.00
Jan,2023.00,Defatted Coconut,341.00,349.03,1024.00
Feb,2023.00,Defatted Coconut,389.00,385.12,991.00
Mar,2023.00,Defatted Coconut,194.00,232.82,1198.00
Apr,2023.00,Defatted Coconut,99.00,100.05,1012.00
May,2023.00,Defatted Coconut,210.00,239.05,1138.00
Jun,2023.00,Defatted Coconut,226.00,257.27,1136.00
Jul,2023.00,Defatted Coconut,165.00,158.49,959.00
Aug,2023.00,Defatted Coconut,159.00,140.32,884.00
Sept,2023.00,Defatted Coconut,182.00,177.80,976.00
Oct,2023.00,Defatted Coconut,168.00,164.18,976.00
Nov,2023.00,Defatted Coconut,146.00,137.60,944.00
Dec,2023.00,Defatted Coconut,86.00,85.14,993.00
Jan,2024.00,Defatted Coconut,333.00,184.59,555.00
Feb,2024.00,Defatted Coconut,156.00,171.55,1101.00
Mar,2024.00,Defatted Coconut,149.00,180.08,1205.00
Apr,2024.00,Defatted Coconut,228.00,237.69,1041.00
May,2024.00,Defatted Coconut,221.00,217.06,983.00
Jun,2024.00,Defatted Coconut,187.00,198.19,1062.00
Jul,2024.00,Defatted Coconut,43.00,34.27,799.00
Aug,2024.00,Defatted Coconut,133.00,194.31,1456.00
Sept,2024.00,Defatted Coconut,168.00,154.64,923.00
Oct,2024.00,Defatted Coconut,333.00,573.16,1719.00
Nov,2024.00,Defatted Coconut,979.00,1829.05,1868.00
Dec,2024.00,Defatted Coconut,1118.00,2084.93,1865.00
Jan,2015.00,Coconut Flour,,,
Feb,2015.00,Coconut Flour,,,
Mar,2015.00,Coconut Flour,,,
Apr,2015.00,Coconut Flour,,,
May,2015.00,Coconut Flour,,,
Jun,2015.00,Coconut Flour,,,
Jul,2015.00,Coconut Flour,,,
Aug,2015.00,Coconut Flour,,,
Sept,2015.00,Coconut Flour,,,
Oct,2015.00,Coconut Flour,,,
Nov,2015.00,Coconut Flour,,,
Dec,2015.00,Coconut Flour,,,
Jan,2016.00,Coconut Flour,21.00,15.68,746.00
Feb,2016.00,Coconut Flour,17.00,18.98,1116.00
Mar,2016.00,Coconut Flour,10.00,9.61,983.00
Apr,2016.00,Coconut Flour,64.00,55.35,863.00
May,2016.00,Coconut Flour,95.00,74.44,784.00
Jun,2016.00,Coconut Flour,57.00,44.94,788.00
Jul,2016.00,Coconut Flour,71.00,56.68,802.00
Aug,2016.00,Coconut Flour,36.00,34.27,955.00
Sept,2016.00,Coconut Flour,135.00,88.83,658.00
Oct,2016.00,Coconut Flour,63.00,85.57,1360.00
Nov,2016.00,Coconut Flour,86.00,100.87,1172.00
Dec,2016.00,Coconut Flour,67.00,73.30,1087.00
Jan,2017.00,Coconut Flour,105.00,141.29,1346.00
Feb,2017.00,Coconut Flour,46.00,59.54,1294.00
Mar,2017.00,Coconut Flour,119.00,153.34,1289.00
Apr,2017.00,Coconut Flour,54.00,47.72,884.00
May,2017.00,Coconut Flour,82.00,88.84,1083.00
Jun,2017.00,Coconut Flour,85.00,113.72,1338.00
Jul,2017.00,Coconut Flour,149.00,198.60,1333.00
Aug,2017.00,Coconut Flour,179.00,222.48,1243.00
Sept,2017.00,Coconut Flour,80.00,81.62,1020.00
Oct,2017.00,Coconut Flour,120.00,163.44,1362.00
Nov,2017.00,Coconut Flour,103.00,154.92,1504.00
Dec,2017.00,Coconut Flour,58.00,66.09,1139.00
Jan,2018.00,Coconut Flour,84.00,98.90,1177.00
Feb,2018.00,Coconut Flour,37.00,82.23,2222.00
Mar,2018.00,Coconut Flour,63.00,70.16,1114.00
Apr,2018.00,Coconut Flour,78.00,99.41,1274.00
May,2018.00,Coconut Flour,83.00,142.12,1712.00
Jun,2018.00,Coconut Flour,90.00,121.77,1353.00
Jul,2018.00,Coconut Flour,132.00,201.09,1523.00
Aug,2018.00,Coconut Flour,207.00,236.47,1142.00
Sept,2018.00,Coconut Flour,254.00,481.83,1897.00
Oct,2018.00,Coconut Flour,276.00,364.48,1321.00
Nov,2018.00,Coconut Flour,180.00,243.39,1352.00
Dec,2018.00,Coconut Flour,186.00,284.39,1529.00
Jan,2019.00,Coconut Flour,119.00,152.08,1278.00
Feb,2019.00,Coconut Flour,127.00,161.75,1274.00
Mar,2019.00,Coconut Flour,327.00,495.86,1516.00
Apr,2019.00,Coconut Flour,181.00,199.52,1102.00
May,2019.00,Coconut Flour,161.00,212.98,1323.00
Jun,2019.00,Coconut Flour,147.00,165.99,1129.00
Jul,2019.00,Coconut Flour,198.00,199.16,1006.00
